,X,article.id,Keep,timestamp,coder,journal,year,jpsp.section,first.author,affiliation,specialization,citation,type,citations.number,study.number,sample.size,excluded.participants,expcor,design,conditions.number,predictors.number,dv.number,which.statistical.test,copied.statistic,df.numerator,df.denominator,test.statistic,p.exact,p.exact.value,drop.column,null.predicted,sigtests.number.reported,sigtests.number.significant,total.num.studies,effect.size.reported,effect.size,footnotes.number,additional.analyses,covariates.number,coding.difficulty,comments
141,141,62,1,6/17/2015 14:47,Coder10,Psych Science,2013,,Boyce,University of Sterling,Positive,"Boyce, C. J., Wood, A. M., Banks, J., Clark, A. E., & Brown, G. D. (2013). Money, Well-Being, and Loss Aversion Does an Income Loss Have a Greater Effect on Well-Being Than an Equivalent Income Gain?. Psychological science, 0956797613496436.","Original Research (i.e., any study with data that is NOT a meta-analysis)",16,1,49293,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,1,Linear Regression,"b=.11, p<.01",,NA,0.09,No,,Yes,,3,2,1,0,NA,0,No,0,Neither Difficult nor Easy,Only b and p-value reported
1356,1356,530,1,8/10/2015 14:18,Coder10,JESP,2014,,Brandt,Tilburg University,Social / Personality,"Brandt, M. J., IJzerman, H., Dijksterhuis, A., Farach, F. J., Geller, J., Giner-Sorolla, R., ... & Van't Veer, A. (2014). The replication recipe: What makes for a convincing replication?. Journal of Experimental Social Psychology, 50, 217-224.",Commentary / Response,51,,,,,,,,,,,,,,NA,,,,,,NA,0,,,No,,,
1090,1090,422,1,8/7/2015 11:05,Coder10,Psych Science,2004,,Burns,Michigan State University,Cognitive,"Burns, B. D. (2004). The effects of speed on skilled chess performance. Psychological Science, 15(7), 442-447.","Original Research (i.e., any study with data that is NOT a meta-analysis)",45,1,558,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,1,Basic Correlation (r),"r(558)=-.22, p<.001",,,,No,,,No,12,10,1,0,NA,0,No,0,Very Easy,
1538,1538,611,1,8/11/2015 18:11,Coder10,JPSP,2013,Interpersonal Relations and Group Processes,Cote,University of Toronto,Social / Personality,"Côté, S., Piff, P. K., & Willer, R. (2013). For whom do the ends justify the means? Social class and utilitarian moral judgment. Journal of personality and social psychology, 104(3), 490.","Original Research (i.e., any study with data that is NOT a meta-analysis)",26,1,277,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,2,1,1,Generalized Linear Model,99!,,99!,99!,No,,,No,17,9,3,0,NA,0,No,8,Slightly Difficult,"Not sure if table reports betas are not, most relevant stats are in the table"
1541,1541,611,1,8/11/2015 18:19,Coder10,JPSP,2013,Interpersonal Relations and Group Processes,Cote,University of Toronto,Social / Personality,"Côté, S., Piff, P. K., & Willer, R. (2013). For whom do the ends justify the means? Social class and utilitarian moral judgment. Journal of personality and social psychology, 104(3), 490.","Original Research (i.e., any study with data that is NOT a meta-analysis)",26,2,229,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,2,Mediation,99!,,99!,99!,NA,,,,22,12,3,0,NA,2,No,5,Slightly Difficult,Mediation analysis
1542,1542,611,1,8/11/2015 18:32,Coder10,JPSP,2013,Interpersonal Relations and Group Processes,Cote,University of Toronto,Social / Personality,"Côté, S., Piff, P. K., & Willer, R. (2013). For whom do the ends justify the means? Social class and utilitarian moral judgment. Journal of personality and social psychology, 104(3), 490.","Original Research (i.e., any study with data that is NOT a meta-analysis)",26,3,91,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,2,2,2,Multiple Regression (t -- for individual predictor),"B=-.06, p=.63",,99!,99!,Yes,0.63,,Yes,15,5,3,0,NA,0,No,5,Slightly Easy,"No t reported, only B and beta"
135,135,56,1,6/17/2015 12:12,Coder10,JESP,2014,,Callan,University of Essex,Social / Personality,"Callan, M. J., Harvey, A. J., & Sutton, R. M. (2014). Rejecting victims of misfortune reduces delay discounting. Journal of Experimental Social Psychology, 51, 41-44.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,2,282,44,"Experimental (i.e., all IVs were manipulated)",Mixed,8,3,1,ANOVA (F),"F(1, 234) = 8.29, p = .004,",1,234,8.29,Yes,0.004,Yes,,7,4,2,1,eta-squared=.034,3,No,0,Moderately Easy,
153,153,56,1,6/17/2015 21:27,Coder10,JESP,2014,,Callan,University of Essex,Social / Personality,"Callan, M. J., Harvey, A. J., & Sutton, R. M. (2014). Rejecting victims of misfortune reduces delay discounting. Journal of Experimental Social Psychology, 51, 41-44.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,1,381,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,2,1,t-test (t),"t(377) = 3.39, p = .001",,377,3.39,Yes,0.001,Yes,,9,5,2,1,sr-squared=.029,0,No,0,Moderately Difficult,
1664,1664,665,1,8/13/2015 10:44,Coder10,JESP,2014,,"Carr, P",Stanford University,Social / Personality,"Carr, P. B., & Walton, G. M. (2014). Cues of working together fuel intrinsic motivation. Journal of Experimental Social Psychology, 53, 169-184.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,1,35,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,,t-test (t),"t(30)=2.88, p=.007",,30,2.88,Yes,0.007,,No,8,3,5,1,d=1.07,0,No,0,Very Easy,
1665,1665,665,1,8/13/2015 10:48,Coder10,JESP,2014,,"Carr, P",Stanford University,Social / Personality,"Carr, P. B., & Walton, G. M. (2014). Cues of working together fuel intrinsic motivation. Journal of Experimental Social Psychology, 53, 169-184.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,2,43,4,"Experimental (i.e., all IVs were manipulated)",Between,2,1,2,t-test (t),"t(31)=2.88, p=.007",,31,2.88,Yes,0.007,,No,5,4,5,1,d=1.04,1,No,0,Very Easy,
1666,1666,665,1,8/13/2015 10:57,Coder10,JESP,2014,,"Carr, P",Stanford University,Social / Personality,"Carr, P. B., & Walton, G. M. (2014). Cues of working together fuel intrinsic motivation. Journal of Experimental Social Psychology, 53, 169-184.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,3,42,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,2,t-test (t),"t(40)=3.02, p=.004",40,40,3.02,Yes,0.004,,No,33,9,5,1,d=1.00,0,No,0,Moderately Easy,
1667,1667,665,1,8/13/2015 11:03,Coder10,JESP,2014,,"Carr, P",Stanford University,Social / Personality,"Carr, P. B., & Walton, G. M. (2014). Cues of working together fuel intrinsic motivation. Journal of Experimental Social Psychology, 53, 169-184.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,4,47,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,5,t-test (t),"t(45)=2.07, p=.045",,45,2.07,Yes,0.045,,No,10,8,5,1,d=.62,2,No,0,Very Easy,
1668,1668,665,1,8/13/2015 11:08,Coder10,JESP,2014,,"Carr, P",Stanford University,Social / Personality,"Carr, P. B., & Walton, G. M. (2014). Cues of working together fuel intrinsic motivation. Journal of Experimental Social Psychology, 53, 169-184.","Original Research (i.e., any study with data that is NOT a meta-analysis)",7,5,62,0,"Experimental (i.e., all IVs were manipulated)",Between,4,2,3,t-test (t),"F(1, 57) = 6.52, p = .013",1,57,6.52,Yes,0.013,,No,10,4,5,1,eta-squared=.10,1,No,0,Very Easy,
1401,1401,562,1,8/10/2015 16:44,Coder10,JESP,2014,,Conley,University of Michigan,Social / Personality,"Conley, T. D., Rubin, J. D., Matsick, J. L., Ziegler, A., & Moors, A. C. (2014). Proposer gender, pleasure, and danger in casual sex offers among bisexual women and men. Journal of Experimental Social Psychology, 55, 80-88.","Original Research (i.e., any study with data that is NOT a meta-analysis)",0,1,84,0,"Correlational (i.e., IVs were measured and not manipulated)",,1,1,3,Multiple Regression (t -- for individual predictor),"beta=-.33, p < .01",,82,99!,No,,,No,5,4,4,1,R-squared=.11,0,No,0,Moderately Easy,
1404,1404,562,1,8/10/2015 17:12,Coder10,JESP,2014,,Conley,University of Michigan,Social / Personality,"Conley, T. D., Rubin, J. D., Matsick, J. L., Ziegler, A., & Moors, A. C. (2014). Proposer gender, pleasure, and danger in casual sex offers among bisexual women and men. Journal of Experimental Social Psychology, 55, 80-88.","Original Research (i.e., any study with data that is NOT a meta-analysis)",0,2,354,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,2,3,ANOVA (F),"F(1, 350)=48.96, p=.001",1,350,48.96,Yes,,,No,13,11,4,1,eta-squared=.12,0,No,0,Slightly Easy,
1405,1405,562,1,8/10/2015 17:21,Coder10,JESP,2014,,Conley,University of Michigan,Social / Personality,"Conley, T. D., Rubin, J. D., Matsick, J. L., Ziegler, A., & Moors, A. C. (2014). Proposer gender, pleasure, and danger in casual sex offers among bisexual women and men. Journal of Experimental Social Psychology, 55, 80-88.","Original Research (i.e., any study with data that is NOT a meta-analysis)",0,3,327,0,"Correlational (i.e., IVs were measured and not manipulated)",,2,1,3,Chi Square (X),"chi-squared(1)=15.67, p=.0005",,1,15.67,Yes,0.0005,,No,12,11,4,1,phi=-.19,0,No,0,Slightly Easy,
1406,1406,562,1,8/10/2015 17:30,Coder10,JESP,2014,,Conley,University of Michigan,Social / Personality,"Conley, T. D., Rubin, J. D., Matsick, J. L., Ziegler, A., & Moors, A. C. (2014). Proposer gender, pleasure, and danger in casual sex offers among bisexual women and men. Journal of Experimental Social Psychology, 55, 80-88.","Original Research (i.e., any study with data that is NOT a meta-analysis)",0,4,765,0,"Correlational (i.e., IVs were measured and not manipulated)",,4,1,2,Mediation,99!,,99!,99!,NA,,,,99!,99!,4,0,NA,0,No,0,Neither Difficult nor Easy,Only analysis is a bootstrapped mediation
576,576,162,1,7/21/2015 18:18,Coder10,PSPB,2013,,Cornwell,Columbia University,Social / Personality,"Cornwell, J. F., & Higgins, E. T. (2013). Morality and Its Relation to Political Ideology The Role of Promotion and Prevention Concerns. Personality and social psychology bulletin, 39(9), 1164-1172.","Original Research (i.e., any study with data that is NOT a meta-analysis)",8,1,96,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,1,Multiple Regression (t -- for individual predictor),"t(92)=-3.38, p=.001",,92,3.38,Yes,0.001,,No,6,6,2,0,NA,2,No,0,Slightly Difficult,
577,577,162,1,7/21/2015 18:24,Coder10,PSPB,2013,,Cornwell,Columbia,Social / Personality,"Cornwell, J. F., & Higgins, E. T. (2013). Morality and Its Relation to Political Ideology The Role of Promotion and Prevention Concerns. Personality and social psychology bulletin, 39(9), 1164-1172.","Original Research (i.e., any study with data that is NOT a meta-analysis)",8,2,153,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,2,Multiple Regression (t -- for individual predictor),"t(96)=2.33, p=.02",,96,2.33,Yes,0.02,,No,7,6,2,0,NA,2,No,0,Neither Difficult nor Easy,
723,723,237,1,7/28/2015 15:15,Coder10,Psych Science,2013,,Cowie,University of London,Developmental,"Cowie, D., Makin, T. R., & Bremner, A. J. (2013). Children’s responses to the rubber-hand illusion reveal dissociable pathways in body representation. Psychological science, 24(5), 762-769.","Original Research (i.e., any study with data that is NOT a meta-analysis)",8,1,120,2,"Experimental (i.e., all IVs were manipulated)",Between,8,2,1,Mann-Whitney U Test,"U(120) = 925, Z = −2.6, p = .01",,120,-2.6,Yes,0.01,,No,29,12,1,0,NA,0,No,0,Neither Difficult nor Easy,"Mann-Whitney U test primary form of analysis, I reported z as well"
917,917,373,1,8/5/2015 12:49,Coder10,PSPB,2014,,Craig,Northwestern University,Social / Personality,"Craig, M. A., & Richeson, J. A. (2014). More diverse yet less tolerant? How the increasingly diverse racial landscape affects white Americans’ racial attitudes. Personality and Social Psychology Bulletin, 0146167214524993.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,1,92,6,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,2,1,t-test (t),"t(84)=2.29, p =.025,",,84,2.29,Yes,0.025,,No,1,1,4,1,d=.49,0,No,0,Very Easy,
924,924,373,1,8/5/2015 13:08,Coder10,PSPB,2014,,Craig,Northwestern University,Social / Personality,"Craig, M. A., & Richeson, J. A. (2014). More diverse yet less tolerant? How the increasingly diverse racial landscape affects white Americans’ racial attitudes. Personality and Social Psychology Bulletin, 0146167214524993.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,2a,30,2,"Experimental (i.e., all IVs were manipulated)",Between,4,2,1,t-test (t),"t(13) = 6.45, p<.001,",,13,6.45,No,,,No,3,3,4,1,d=1.72,0,No,0,Moderately Easy,
925,925,373,1,8/5/2015 13:12,Coder10,PSPB,2014,,Craig,Northwestern University,Social / Personality,"Craig, M. A., & Richeson, J. A. (2014). More diverse yet less tolerant? How the increasingly diverse racial landscape affects white Americans’ racial attitudes. Personality and Social Psychology Bulletin, 0146167214524993.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,2b,15,2,"Experimental (i.e., all IVs were manipulated)",Between,4,2,1,t-test (t),"t(13) = 6.00, p < .001",,13,6,No,,,No,3,3,3,1,d=1.6,0,No,0,Moderately Easy,
928,928,373,1,8/5/2015 13:25,Coder10,PSPB,2014,,Craig,Northwestern University,Social / Personality,"Craig, M. A., & Richeson, J. A. (2014). More diverse yet less tolerant? How the increasingly diverse racial landscape affects white Americans’ racial attitudes. Personality and Social Psychology Bulletin, 0146167214524993.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,3,415,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Mixed,8,2,1,ANOVA (F),"F(1, 366)= 5.94, p = .015,",1,366,5.94,Yes,0.015,,No,11,9,4,1,eta-squared=.02,0,No,0,Moderately Easy,
1021,1021,412,1,8/5/2015 17:41,Coder10,PSPB,2004,,Cunningham,Yale University,Social / Personality,"Cunningham, W. A., Nezlek, J. B., & Banaji, M. R. (2004). Implicit and explicit ethnocentrism: Revisiting the ideologies of prejudice. Personality and Social Psychology Bulletin, 30(10), 1332-1346.","Original Research (i.e., any study with data that is NOT a meta-analysis)",270,1,116,3,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,14,1,Confirmatory Factor Analysis,,,,,NA,,,,2,1,2,0,,0,No,0,Slightly Easy,Exclusively factor analysis
1024,1024,412,1,8/5/2015 17:43,Coder10,PSPB,2004,,Cunningham,Yale University,Social / Personality,"Cunningham, W. A., Nezlek, J. B., & Banaji, M. R. (2004). Implicit and explicit ethnocentrism: Revisiting the ideologies of prejudice. Personality and Social Psychology Bulletin, 30(10), 1332-1346.","Original Research (i.e., any study with data that is NOT a meta-analysis)",270,1,116,3,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,14,1,Confirmatory Factor Analysis,,,,,NA,,,,2,1,2,0,,0,No,0,Slightly Easy,Exclusively factor analysis
1082,1082,412,1,8/7/2015 10:17,Coder10,PSPB,2004,,Cunningham,Yale University,Social / Personality,"Cunningham, W. A., Nezlek, J. B., & Banaji, M. R. (2004). Implicit and explicit ethnocentrism: Revisiting the ideologies of prejudice. Personality and Social Psychology Bulletin, 30(10), 1332-1346.","Original Research (i.e., any study with data that is NOT a meta-analysis)",270,2,206,1,"Correlational (i.e., IVs were measured and not manipulated)",,1,17,2,Confirmatory Factor Analysis,,,,,No,,,No,3,2,2,0,,0,No,0,Neither Difficult nor Easy,
